,filepaths,labels
38347,../input/100-bird-species/test/GOLDEN EAGLE/3.jpg,GOLDEN EAGLE
38348,../input/100-bird-species/test/GOLDEN EAGLE/4.jpg,GOLDEN EAGLE
38349,../input/100-bird-species/test/GOLDEN EAGLE/5.jpg,GOLDEN EAGLE
38350,../input/100-bird-species/test/GOLDEN PHEASANT/1.jpg,GOLDEN PHEASANT
38351,../input/100-bird-species/test/GOLDEN PHEASANT/2.jpg,GOLDEN PHEASANT
38352,../input/100-bird-species/test/GOLDEN PHEASANT/3.jpg,GOLDEN PHEASANT
38353,../input/100-bird-species/test/GOLDEN PHEASANT/4.jpg,GOLDEN PHEASANT
38354,../input/100-bird-species/test/GOLDEN PHEASANT/5.jpg,GOLDEN PHEASANT
38355,../input/100-bird-species/test/GOLDEN PIPIT/1.jpg,GOLDEN PIPIT
38356,../input/100-bird-species/test/GOLDEN PIPIT/2.jpg,GOLDEN PIPIT
38357,../input/100-bird-species/test/GOLDEN PIPIT/3.jpg,GOLDEN PIPIT
38358,../input/100-bird-species/test/GOLDEN PIPIT/4.jpg,GOLDEN PIPIT
38359,../input/100-bird-species/test/GOLDEN PIPIT/5.jpg,GOLDEN PIPIT
38360,../input/100-bird-species/test/GOULDIAN FINCH/1.jpg,GOULDIAN FINCH
38361,../input/100-bird-species/test/GOULDIAN FINCH/2.jpg,GOULDIAN FINCH
38362,../input/100-bird-species/test/GOULDIAN FINCH/3.jpg,GOULDIAN FINCH
38363,../input/100-bird-species/test/GOULDIAN FINCH/4.jpg,GOULDIAN FINCH
38364,../input/100-bird-species/test/GOULDIAN FINCH/5.jpg,GOULDIAN FINCH
38365,../input/100-bird-species/test/GRAY CATBIRD/1.jpg,GRAY CATBIRD
38366,../input/100-bird-species/test/GRAY CATBIRD/2.jpg,GRAY CATBIRD
38367,../input/100-bird-species/test/GRAY CATBIRD/3.jpg,GRAY CATBIRD
38368,../input/100-bird-species/test/GRAY CATBIRD/4.jpg,GRAY CATBIRD
38369,../input/100-bird-species/test/GRAY CATBIRD/5.jpg,GRAY CATBIRD
38370,../input/100-bird-species/test/GRAY PARTRIDGE/1.jpg,GRAY PARTRIDGE
38371,../input/100-bird-species/test/GRAY PARTRIDGE/2.jpg,GRAY PARTRIDGE
38372,../input/100-bird-species/test/GRAY PARTRIDGE/3.jpg,GRAY PARTRIDGE
38373,../input/100-bird-species/test/GRAY PARTRIDGE/4.jpg,GRAY PARTRIDGE
38374,../input/100-bird-species/test/GRAY PARTRIDGE/5.jpg,GRAY PARTRIDGE
38375,../input/100-bird-species/test/GREAT POTOO/1.jpg,GREAT POTOO
38376,../input/100-bird-species/test/GREAT POTOO/2.jpg,GREAT POTOO
38377,../input/100-bird-species/test/GREAT POTOO/3.jpg,GREAT POTOO
38378,../input/100-bird-species/test/GREAT POTOO/4.jpg,GREAT POTOO
38379,../input/100-bird-species/test/GREAT POTOO/5.jpg,GREAT POTOO
38380,../input/100-bird-species/test/GREATOR SAGE GROUSE/1.jpg,GREATOR SAGE GROUSE
38381,../input/100-bird-species/test/GREATOR SAGE GROUSE/2.jpg,GREATOR SAGE GROUSE
38382,../input/100-bird-species/test/GREATOR SAGE GROUSE/3.jpg,GREATOR SAGE GROUSE
38383,../input/100-bird-species/test/GREATOR SAGE GROUSE/4.jpg,GREATOR SAGE GROUSE
38384,../input/100-bird-species/test/GREATOR SAGE GROUSE/5.jpg,GREATOR SAGE GROUSE
38385,../input/100-bird-species/test/GREEN JAY/1.jpg,GREEN JAY
38386,../input/100-bird-species/test/GREEN JAY/2.jpg,GREEN JAY
38387,../input/100-bird-species/test/GREEN JAY/3.jpg,GREEN JAY
38388,../input/100-bird-species/test/GREEN JAY/4.jpg,GREEN JAY
38389,../input/100-bird-species/test/GREEN JAY/5.jpg,GREEN JAY
38390,../input/100-bird-species/test/GREEN MAGPIE/1.jpg,GREEN MAGPIE
38391,../input/100-bird-species/test/GREEN MAGPIE/2.jpg,GREEN MAGPIE
38392,../input/100-bird-species/test/GREEN MAGPIE/3.jpg,GREEN MAGPIE
38393,../input/100-bird-species/test/GREEN MAGPIE/4.jpg,GREEN MAGPIE
38394,../input/100-bird-species/test/GREEN MAGPIE/5.jpg,GREEN MAGPIE
38395,../input/100-bird-species/test/GREY PLOVER/1.jpg,GREY PLOVER
38396,../input/100-bird-species/test/GREY PLOVER/2.jpg,GREY PLOVER
38397,../input/100-bird-species/test/GREY PLOVER/3.jpg,GREY PLOVER
38398,../input/100-bird-species/test/GREY PLOVER/4.jpg,GREY PLOVER
38399,../input/100-bird-species/test/GREY PLOVER/5.jpg,GREY PLOVER
38400,../input/100-bird-species/test/GUINEA TURACO/1.jpg,GUINEA TURACO
38401,../input/100-bird-species/test/GUINEA TURACO/2.jpg,GUINEA TURACO
38402,../input/100-bird-species/test/GUINEA TURACO/3.jpg,GUINEA TURACO
38403,../input/100-bird-species/test/GUINEA TURACO/4.jpg,GUINEA TURACO
38404,../input/100-bird-species/test/GUINEA TURACO/5.jpg,GUINEA TURACO
38405,../input/100-bird-species/test/GUINEAFOWL/1.jpg,GUINEAFOWL
38406,../input/100-bird-species/test/GUINEAFOWL/2.jpg,GUINEAFOWL
38407,../input/100-bird-species/test/GUINEAFOWL/3.jpg,GUINEAFOWL
38408,../input/100-bird-species/test/GUINEAFOWL/4.jpg,GUINEAFOWL
38409,../input/100-bird-species/test/GUINEAFOWL/5.jpg,GUINEAFOWL
38410,../input/100-bird-species/test/GYRFALCON/1.jpg,GYRFALCON
38411,../input/100-bird-species/test/GYRFALCON/2.jpg,GYRFALCON
38412,../input/100-bird-species/test/GYRFALCON/3.jpg,GYRFALCON
38413,../input/100-bird-species/test/GYRFALCON/4.jpg,GYRFALCON
38414,../input/100-bird-species/test/GYRFALCON/5.jpg,GYRFALCON
38415,../input/100-bird-species/test/HARPY EAGLE/1.jpg,HARPY EAGLE
38416,../input/100-bird-species/test/HARPY EAGLE/2.jpg,HARPY EAGLE
38417,../input/100-bird-species/test/HARPY EAGLE/3.jpg,HARPY EAGLE
38418,../input/100-bird-species/test/HARPY EAGLE/4.jpg,HARPY EAGLE
38419,../input/100-bird-species/test/HARPY EAGLE/5.jpg,HARPY EAGLE
38420,../input/100-bird-species/test/HAWAIIAN GOOSE/1.jpg,HAWAIIAN GOOSE
38421,../input/100-bird-species/test/HAWAIIAN GOOSE/2.jpg,HAWAIIAN GOOSE
38422,../input/100-bird-species/test/HAWAIIAN GOOSE/3.jpg,HAWAIIAN GOOSE
38423,../input/100-bird-species/test/HAWAIIAN GOOSE/4.jpg,HAWAIIAN GOOSE
38424,../input/100-bird-species/test/HAWAIIAN GOOSE/5.jpg,HAWAIIAN GOOSE
38425,../input/100-bird-species/test/HELMET VANGA/1.jpg,HELMET VANGA
38426,../input/100-bird-species/test/HELMET VANGA/2.jpg,HELMET VANGA
38427,../input/100-bird-species/test/HELMET VANGA/3.jpg,HELMET VANGA
38428,../input/100-bird-species/test/HELMET VANGA/4.jpg,HELMET VANGA
38429,../input/100-bird-species/test/HELMET VANGA/5.jpg,HELMET VANGA
38430,../input/100-bird-species/test/HIMALAYAN MONAL/1.jpg,HIMALAYAN MONAL
38431,../input/100-bird-species/test/HIMALAYAN MONAL/2.jpg,HIMALAYAN MONAL
38432,../input/100-bird-species/test/HIMALAYAN MONAL/3.jpg,HIMALAYAN MONAL
38433,../input/100-bird-species/test/HIMALAYAN MONAL/4.jpg,HIMALAYAN MONAL
38434,../input/100-bird-species/test/HIMALAYAN MONAL/5.jpg,HIMALAYAN MONAL
38435,../input/100-bird-species/test/HOATZIN/1.jpg,HOATZIN
38436,../input/100-bird-species/test/HOATZIN/2.jpg,HOATZIN
38437,../input/100-bird-species/test/HOATZIN/3.jpg,HOATZIN
38438,../input/100-bird-species/test/HOATZIN/4.jpg,HOATZIN
38439,../input/100-bird-species/test/HOATZIN/5.jpg,HOATZIN
38440,../input/100-bird-species/test/HOODED MERGANSER/1.jpg,HOODED MERGANSER
38441,../input/100-bird-species/test/HOODED MERGANSER/2.jpg,HOODED MERGANSER
38442,../input/100-bird-species/test/HOODED MERGANSER/3.jpg,HOODED MERGANSER
38443,../input/100-bird-species/test/HOODED MERGANSER/4.jpg,HOODED MERGANSER
38444,../input/100-bird-species/test/HOODED MERGANSER/5.jpg,HOODED MERGANSER
38445,../input/100-bird-species/test/HOOPOES/1.jpg,HOOPOES
38446,../input/100-bird-species/test/HOOPOES/2.jpg,HOOPOES
38447,../input/100-bird-species/test/HOOPOES/3.jpg,HOOPOES
38448,../input/100-bird-species/test/HOOPOES/4.jpg,HOOPOES
38449,../input/100-bird-species/test/HOOPOES/5.jpg,HOOPOES
38450,../input/100-bird-species/test/HORNBILL/1.jpg,HORNBILL
38451,../input/100-bird-species/test/HORNBILL/2.jpg,HORNBILL
38452,../input/100-bird-species/test/HORNBILL/3.jpg,HORNBILL
38453,../input/100-bird-species/test/HORNBILL/4.jpg,HORNBILL
38454,../input/100-bird-species/test/HORNBILL/5.jpg,HORNBILL
38455,../input/100-bird-species/test/HORNED GUAN/1.jpg,HORNED GUAN
38456,../input/100-bird-species/test/HORNED GUAN/2.jpg,HORNED GUAN
38457,../input/100-bird-species/test/HORNED GUAN/3.jpg,HORNED GUAN
38458,../input/100-bird-species/test/HORNED GUAN/4.jpg,HORNED GUAN
38459,../input/100-bird-species/test/HORNED GUAN/5.jpg,HORNED GUAN
38460,../input/100-bird-species/test/HORNED SUNGEM/1.jpg,HORNED SUNGEM
38461,../input/100-bird-species/test/HORNED SUNGEM/2.jpg,HORNED SUNGEM
38462,../input/100-bird-species/test/HORNED SUNGEM/3.jpg,HORNED SUNGEM
38463,../input/100-bird-species/test/HORNED SUNGEM/4.jpg,HORNED SUNGEM
38464,../input/100-bird-species/test/HORNED SUNGEM/5.jpg,HORNED SUNGEM
38465,../input/100-bird-species/test/HOUSE FINCH/1.jpg,HOUSE FINCH
38466,../input/100-bird-species/test/HOUSE FINCH/2.jpg,HOUSE FINCH
38467,../input/100-bird-species/test/HOUSE FINCH/3.jpg,HOUSE FINCH
38468,../input/100-bird-species/test/HOUSE FINCH/4.jpg,HOUSE FINCH
38469,../input/100-bird-species/test/HOUSE FINCH/5.jpg,HOUSE FINCH
38470,../input/100-bird-species/test/HOUSE SPARROW/1.jpg,HOUSE SPARROW
38471,../input/100-bird-species/test/HOUSE SPARROW/2.jpg,HOUSE SPARROW
38472,../input/100-bird-species/test/HOUSE SPARROW/3.jpg,HOUSE SPARROW
38473,../input/100-bird-species/test/HOUSE SPARROW/4.jpg,HOUSE SPARROW
38474,../input/100-bird-species/test/HOUSE SPARROW/5.jpg,HOUSE SPARROW
38475,../input/100-bird-species/test/IMPERIAL SHAQ/1.jpg,IMPERIAL SHAQ
38476,../input/100-bird-species/test/IMPERIAL SHAQ/2.jpg,IMPERIAL SHAQ
38477,../input/100-bird-species/test/IMPERIAL SHAQ/3.jpg,IMPERIAL SHAQ
38478,../input/100-bird-species/test/IMPERIAL SHAQ/4.jpg,IMPERIAL SHAQ
38479,../input/100-bird-species/test/IMPERIAL SHAQ/5.jpg,IMPERIAL SHAQ
38480,../input/100-bird-species/test/INCA TERN/1.jpg,INCA TERN
38481,../input/100-bird-species/test/INCA TERN/2.jpg,INCA TERN
38482,../input/100-bird-species/test/INCA TERN/3.jpg,INCA TERN
38483,../input/100-bird-species/test/INCA TERN/4.jpg,INCA TERN
38484,../input/100-bird-species/test/INCA TERN/5.jpg,INCA TERN
38485,../input/100-bird-species/test/INDIAN BUSTARD/1.jpg,INDIAN BUSTARD
38486,../input/100-bird-species/test/INDIAN BUSTARD/2.jpg,INDIAN BUSTARD
38487,../input/100-bird-species/test/INDIAN BUSTARD/3.jpg,INDIAN BUSTARD
38488,../input/100-bird-species/test/INDIAN BUSTARD/4.jpg,INDIAN BUSTARD
38489,../input/100-bird-species/test/INDIAN BUSTARD/5.jpg,INDIAN BUSTARD
38490,../input/100-bird-species/test/INDIAN PITTA/1.jpg,INDIAN PITTA
38491,../input/100-bird-species/test/INDIAN PITTA/2.jpg,INDIAN PITTA
38492,../input/100-bird-species/test/INDIAN PITTA/3.jpg,INDIAN PITTA
38493,../input/100-bird-species/test/INDIAN PITTA/4.jpg,INDIAN PITTA
38494,../input/100-bird-species/test/INDIAN PITTA/5.jpg,INDIAN PITTA
38495,../input/100-bird-species/test/INDIGO BUNTING/1.jpg,INDIGO BUNTING
38496,../input/100-bird-species/test/INDIGO BUNTING/2.jpg,INDIGO BUNTING
38497,../input/100-bird-species/test/INDIGO BUNTING/3.jpg,INDIGO BUNTING
38498,../input/100-bird-species/test/INDIGO BUNTING/4.jpg,INDIGO BUNTING
38499,../input/100-bird-species/test/INDIGO BUNTING/5.jpg,INDIGO BUNTING
38500,../input/100-bird-species/test/JABIRU/1.jpg,JABIRU
38501,../input/100-bird-species/test/JABIRU/2.jpg,JABIRU
38502,../input/100-bird-species/test/JABIRU/3.jpg,JABIRU
38503,../input/100-bird-species/test/JABIRU/4.jpg,JABIRU
38504,../input/100-bird-species/test/JABIRU/5.jpg,JABIRU
38505,../input/100-bird-species/test/JAVA SPARROW/1.jpg,JAVA SPARROW
38506,../input/100-bird-species/test/JAVA SPARROW/2.jpg,JAVA SPARROW
38507,../input/100-bird-species/test/JAVA SPARROW/3.jpg,JAVA SPARROW
38508,../input/100-bird-species/test/JAVA SPARROW/4.jpg,JAVA SPARROW
38509,../input/100-bird-species/test/JAVA SPARROW/5.jpg,JAVA SPARROW
38510,../input/100-bird-species/test/KAKAPO/1.jpg,KAKAPO
38511,../input/100-bird-species/test/KAKAPO/2.jpg,KAKAPO
38512,../input/100-bird-species/test/KAKAPO/3.jpg,KAKAPO
38513,../input/100-bird-species/test/KAKAPO/4.jpg,KAKAPO
38514,../input/100-bird-species/test/KAKAPO/5.jpg,KAKAPO
38515,../input/100-bird-species/test/KILLDEAR/1.jpg,KILLDEAR
38516,../input/100-bird-species/test/KILLDEAR/2.jpg,KILLDEAR
38517,../input/100-bird-species/test/KILLDEAR/3.jpg,KILLDEAR
38518,../input/100-bird-species/test/KILLDEAR/4.jpg,KILLDEAR
38519,../input/100-bird-species/test/KILLDEAR/5.jpg,KILLDEAR
38520,../input/100-bird-species/test/KING VULTURE/1.jpg,KING VULTURE
38521,../input/100-bird-species/test/KING VULTURE/2.jpg,KING VULTURE
38522,../input/100-bird-species/test/KING VULTURE/3.jpg,KING VULTURE
38523,../input/100-bird-species/test/KING VULTURE/4.jpg,KING VULTURE
38524,../input/100-bird-species/test/KING VULTURE/5.jpg,KING VULTURE
38525,../input/100-bird-species/test/KIWI/1.jpg,KIWI
38526,../input/100-bird-species/test/KIWI/2.jpg,KIWI
38527,../input/100-bird-species/test/KIWI/3.jpg,KIWI
38528,../input/100-bird-species/test/KIWI/4.jpg,KIWI
38529,../input/100-bird-species/test/KIWI/5.jpg,KIWI
38530,../input/100-bird-species/test/KOOKABURRA/1.jpg,KOOKABURRA
38531,../input/100-bird-species/test/KOOKABURRA/2.jpg,KOOKABURRA
38532,../input/100-bird-species/test/KOOKABURRA/3.jpg,KOOKABURRA
38533,../input/100-bird-species/test/KOOKABURRA/4.jpg,KOOKABURRA
38534,../input/100-bird-species/test/KOOKABURRA/5.jpg,KOOKABURRA
38535,../input/100-bird-species/test/LARK BUNTING/1.jpg,LARK BUNTING
38536,../input/100-bird-species/test/LARK BUNTING/2.jpg,LARK BUNTING
38537,../input/100-bird-species/test/LARK BUNTING/3.jpg,LARK BUNTING
38538,../input/100-bird-species/test/LARK BUNTING/4.jpg,LARK BUNTING
38539,../input/100-bird-species/test/LARK BUNTING/5.jpg,LARK BUNTING
38540,../input/100-bird-species/test/LEARS MACAW/1.jpg,LEARS MACAW
38541,../input/100-bird-species/test/LEARS MACAW/2.jpg,LEARS MACAW
38542,../input/100-bird-species/test/LEARS MACAW/3.jpg,LEARS MACAW
38543,../input/100-bird-species/test/LEARS MACAW/4.jpg,LEARS MACAW
38544,../input/100-bird-species/test/LEARS MACAW/5.jpg,LEARS MACAW
38545,../input/100-bird-species/test/LILAC ROLLER/1.jpg,LILAC ROLLER
38546,../input/100-bird-species/test/LILAC ROLLER/2.jpg,LILAC ROLLER
38547,../input/100-bird-species/test/LILAC ROLLER/3.jpg,LILAC ROLLER
38548,../input/100-bird-species/test/LILAC ROLLER/4.jpg,LILAC ROLLER
38549,../input/100-bird-species/test/LILAC ROLLER/5.jpg,LILAC ROLLER
38550,../input/100-bird-species/test/LONG-EARED OWL/1.jpg,LONG-EARED OWL
38551,../input/100-bird-species/test/LONG-EARED OWL/2.jpg,LONG-EARED OWL
38552,../input/100-bird-species/test/LONG-EARED OWL/3.jpg,LONG-EARED OWL
38553,../input/100-bird-species/test/LONG-EARED OWL/4.jpg,LONG-EARED OWL
38554,../input/100-bird-species/test/LONG-EARED OWL/5.jpg,LONG-EARED OWL
38555,../input/100-bird-species/test/MAGPIE GOOSE/1.jpg,MAGPIE GOOSE
38556,../input/100-bird-species/test/MAGPIE GOOSE/2.jpg,MAGPIE GOOSE
38557,../input/100-bird-species/test/MAGPIE GOOSE/3.jpg,MAGPIE GOOSE
38558,../input/100-bird-species/test/MAGPIE GOOSE/4.jpg,MAGPIE GOOSE
38559,../input/100-bird-species/test/MAGPIE GOOSE/5.jpg,MAGPIE GOOSE
38560,../input/100-bird-species/test/MALABAR HORNBILL/1.jpg,MALABAR HORNBILL
38561,../input/100-bird-species/test/MALABAR HORNBILL/2.jpg,MALABAR HORNBILL
38562,../input/100-bird-species/test/MALABAR HORNBILL/3.jpg,MALABAR HORNBILL
38563,../input/100-bird-species/test/MALABAR HORNBILL/4.jpg,MALABAR HORNBILL
38564,../input/100-bird-species/test/MALABAR HORNBILL/5.jpg,MALABAR HORNBILL
38565,../input/100-bird-species/test/MALACHITE KINGFISHER/1.jpg,MALACHITE KINGFISHER
38566,../input/100-bird-species/test/MALACHITE KINGFISHER/2.jpg,MALACHITE KINGFISHER
38567,../input/100-bird-species/test/MALACHITE KINGFISHER/3.jpg,MALACHITE KINGFISHER
38568,../input/100-bird-species/test/MALACHITE KINGFISHER/4.jpg,MALACHITE KINGFISHER
38569,../input/100-bird-species/test/MALACHITE KINGFISHER/5.jpg,MALACHITE KINGFISHER
38570,../input/100-bird-species/test/MALEO/1.jpg,MALEO
38571,../input/100-bird-species/test/MALEO/2.jpg,MALEO
38572,../input/100-bird-species/test/MALEO/3.jpg,MALEO
38573,../input/100-bird-species/test/MALEO/4.jpg,MALEO
38574,../input/100-bird-species/test/MALEO/5.jpg,MALEO
38575,../input/100-bird-species/test/MALLARD DUCK/1.jpg,MALLARD DUCK
38576,../input/100-bird-species/test/MALLARD DUCK/2.jpg,MALLARD DUCK
38577,../input/100-bird-species/test/MALLARD DUCK/3.jpg,MALLARD DUCK
38578,../input/100-bird-species/test/MALLARD DUCK/4.jpg,MALLARD DUCK
38579,../input/100-bird-species/test/MALLARD DUCK/5.jpg,MALLARD DUCK
38580,../input/100-bird-species/test/MANDRIN DUCK/1.jpg,MANDRIN DUCK
38581,../input/100-bird-species/test/MANDRIN DUCK/2.jpg,MANDRIN DUCK
38582,../input/100-bird-species/test/MANDRIN DUCK/3.jpg,MANDRIN DUCK
38583,../input/100-bird-species/test/MANDRIN DUCK/4.jpg,MANDRIN DUCK
38584,../input/100-bird-species/test/MANDRIN DUCK/5.jpg,MANDRIN DUCK
38585,../input/100-bird-species/test/MARABOU STORK/1.jpg,MARABOU STORK
38586,../input/100-bird-species/test/MARABOU STORK/2.jpg,MARABOU STORK
38587,../input/100-bird-species/test/MARABOU STORK/3.jpg,MARABOU STORK
38588,../input/100-bird-species/test/MARABOU STORK/4.jpg,MARABOU STORK
38589,../input/100-bird-species/test/MARABOU STORK/5.jpg,MARABOU STORK
38590,../input/100-bird-species/test/MASKED BOOBY/1.jpg,MASKED BOOBY
38591,../input/100-bird-species/test/MASKED BOOBY/2.jpg,MASKED BOOBY
38592,../input/100-bird-species/test/MASKED BOOBY/3.jpg,MASKED BOOBY
38593,../input/100-bird-species/test/MASKED BOOBY/4.jpg,MASKED BOOBY
38594,../input/100-bird-species/test/MASKED BOOBY/5.jpg,MASKED BOOBY
38595,../input/100-bird-species/test/MASKED LAPWING/1.jpg,MASKED LAPWING
38596,../input/100-bird-species/test/MASKED LAPWING/2.jpg,MASKED LAPWING
38597,../input/100-bird-species/test/MASKED LAPWING/3.jpg,MASKED LAPWING
38598,../input/100-bird-species/test/MASKED LAPWING/4.jpg,MASKED LAPWING
38599,../input/100-bird-species/test/MASKED LAPWING/5.jpg,MASKED LAPWING
38600,../input/100-bird-species/test/MIKADO  PHEASANT/1.jpg,MIKADO  PHEASANT
38601,../input/100-bird-species/test/MIKADO  PHEASANT/2.jpg,MIKADO  PHEASANT
38602,../input/100-bird-species/test/MIKADO  PHEASANT/3.jpg,MIKADO  PHEASANT
38603,../input/100-bird-species/test/MIKADO  PHEASANT/4.jpg,MIKADO  PHEASANT
38604,../input/100-bird-species/test/MIKADO  PHEASANT/5.jpg,MIKADO  PHEASANT
38605,../input/100-bird-species/test/MOURNING DOVE/1.jpg,MOURNING DOVE
38606,../input/100-bird-species/test/MOURNING DOVE/2.jpg,MOURNING DOVE
38607,../input/100-bird-species/test/MOURNING DOVE/3.jpg,MOURNING DOVE
38608,../input/100-bird-species/test/MOURNING DOVE/4.jpg,MOURNING DOVE
38609,../input/100-bird-species/test/MOURNING DOVE/5.jpg,MOURNING DOVE
38610,../input/100-bird-species/test/MYNA/1.jpg,MYNA
38611,../input/100-bird-species/test/MYNA/2.jpg,MYNA
38612,../input/100-bird-species/test/MYNA/3.jpg,MYNA
38613,../input/100-bird-species/test/MYNA/4.jpg,MYNA
38614,../input/100-bird-species/test/MYNA/5.jpg,MYNA
38615,../input/100-bird-species/test/NICOBAR PIGEON/1.jpg,NICOBAR PIGEON
38616,../input/100-bird-species/test/NICOBAR PIGEON/2.jpg,NICOBAR PIGEON
38617,../input/100-bird-species/test/NICOBAR PIGEON/3.jpg,NICOBAR PIGEON
38618,../input/100-bird-species/test/NICOBAR PIGEON/4.jpg,NICOBAR PIGEON
38619,../input/100-bird-species/test/NICOBAR PIGEON/5.jpg,NICOBAR PIGEON
38620,../input/100-bird-species/test/NOISY FRIARBIRD/1.jpg,NOISY FRIARBIRD
38621,../input/100-bird-species/test/NOISY FRIARBIRD/2.jpg,NOISY FRIARBIRD
38622,../input/100-bird-species/test/NOISY FRIARBIRD/3.jpg,NOISY FRIARBIRD
38623,../input/100-bird-species/test/NOISY FRIARBIRD/4.jpg,NOISY FRIARBIRD
38624,../input/100-bird-species/test/NOISY FRIARBIRD/5.jpg,NOISY FRIARBIRD
38625,../input/100-bird-species/test/NORTHERN BALD IBIS/1.jpg,NORTHERN BALD IBIS
38626,../input/100-bird-species/test/NORTHERN BALD IBIS/2.jpg,NORTHERN BALD IBIS
38627,../input/100-bird-species/test/NORTHERN BALD IBIS/3.jpg,NORTHERN BALD IBIS
38628,../input/100-bird-species/test/NORTHERN BALD IBIS/4.jpg,NORTHERN BALD IBIS
38629,../input/100-bird-species/test/NORTHERN BALD IBIS/5.jpg,NORTHERN BALD IBIS
38630,../input/100-bird-species/test/NORTHERN CARDINAL/1.jpg,NORTHERN CARDINAL
38631,../input/100-bird-species/test/NORTHERN CARDINAL/2.jpg,NORTHERN CARDINAL
38632,../input/100-bird-species/test/NORTHERN CARDINAL/3.jpg,NORTHERN CARDINAL
38633,../input/100-bird-species/test/NORTHERN CARDINAL/4.jpg,NORTHERN CARDINAL
38634,../input/100-bird-species/test/NORTHERN CARDINAL/5.jpg,NORTHERN CARDINAL
38635,../input/100-bird-species/test/NORTHERN FLICKER/1.jpg,NORTHERN FLICKER
38636,../input/100-bird-species/test/NORTHERN FLICKER/2.jpg,NORTHERN FLICKER
38637,../input/100-bird-species/test/NORTHERN FLICKER/3.jpg,NORTHERN FLICKER
38638,../input/100-bird-species/test/NORTHERN FLICKER/4.jpg,NORTHERN FLICKER
38639,../input/100-bird-species/test/NORTHERN FLICKER/5.jpg,NORTHERN FLICKER
38640,../input/100-bird-species/test/NORTHERN GANNET/1.jpg,NORTHERN GANNET
38641,../input/100-bird-species/test/NORTHERN GANNET/2.jpg,NORTHERN GANNET
38642,../input/100-bird-species/test/NORTHERN GANNET/3.jpg,NORTHERN GANNET
38643,../input/100-bird-species/test/NORTHERN GANNET/4.jpg,NORTHERN GANNET
38644,../input/100-bird-species/test/NORTHERN GANNET/5.jpg,NORTHERN GANNET
38645,../input/100-bird-species/test/NORTHERN GOSHAWK/1.jpg,NORTHERN GOSHAWK
38646,../input/100-bird-species/test/NORTHERN GOSHAWK/2.jpg,NORTHERN GOSHAWK
38647,../input/100-bird-species/test/NORTHERN GOSHAWK/3.jpg,NORTHERN GOSHAWK
38648,../input/100-bird-species/test/NORTHERN GOSHAWK/4.jpg,NORTHERN GOSHAWK
38649,../input/100-bird-species/test/NORTHERN GOSHAWK/5.jpg,NORTHERN GOSHAWK
38650,../input/100-bird-species/test/NORTHERN JACANA/1.jpg,NORTHERN JACANA
38651,../input/100-bird-species/test/NORTHERN JACANA/2.jpg,NORTHERN JACANA
38652,../input/100-bird-species/test/NORTHERN JACANA/3.jpg,NORTHERN JACANA
38653,../input/100-bird-species/test/NORTHERN JACANA/4.jpg,NORTHERN JACANA
38654,../input/100-bird-species/test/NORTHERN JACANA/5.jpg,NORTHERN JACANA
38655,../input/100-bird-species/test/NORTHERN MOCKINGBIRD/1.jpg,NORTHERN MOCKINGBIRD
38656,../input/100-bird-species/test/NORTHERN MOCKINGBIRD/2.jpg,NORTHERN MOCKINGBIRD
38657,../input/100-bird-species/test/NORTHERN MOCKINGBIRD/3.jpg,NORTHERN MOCKINGBIRD
38658,../input/100-bird-species/test/NORTHERN MOCKINGBIRD/4.jpg,NORTHERN MOCKINGBIRD
38659,../input/100-bird-species/test/NORTHERN MOCKINGBIRD/5.jpg,NORTHERN MOCKINGBIRD
38660,../input/100-bird-species/test/NORTHERN PARULA/1.jpg,NORTHERN PARULA
38661,../input/100-bird-species/test/NORTHERN PARULA/2.jpg,NORTHERN PARULA
38662,../input/100-bird-species/test/NORTHERN PARULA/3.jpg,NORTHERN PARULA
38663,../input/100-bird-species/test/NORTHERN PARULA/4.jpg,NORTHERN PARULA
38664,../input/100-bird-species/test/NORTHERN PARULA/5.jpg,NORTHERN PARULA
38665,../input/100-bird-species/test/NORTHERN RED BISHOP/1.jpg,NORTHERN RED BISHOP
38666,../input/100-bird-species/test/NORTHERN RED BISHOP/2.jpg,NORTHERN RED BISHOP
38667,../input/100-bird-species/test/NORTHERN RED BISHOP/3.jpg,NORTHERN RED BISHOP
38668,../input/100-bird-species/test/NORTHERN RED BISHOP/4.jpg,NORTHERN RED BISHOP
38669,../input/100-bird-species/test/NORTHERN RED BISHOP/5.jpg,NORTHERN RED BISHOP
38670,../input/100-bird-species/test/NORTHERN SHOVELER/1.jpg,NORTHERN SHOVELER
38671,../input/100-bird-species/test/NORTHERN SHOVELER/2.jpg,NORTHERN SHOVELER
38672,../input/100-bird-species/test/NORTHERN SHOVELER/3.jpg,NORTHERN SHOVELER
38673,../input/100-bird-species/test/NORTHERN SHOVELER/4.jpg,NORTHERN SHOVELER
38674,../input/100-bird-species/test/NORTHERN SHOVELER/5.jpg,NORTHERN SHOVELER
38675,../input/100-bird-species/test/OCELLATED TURKEY/1.jpg,OCELLATED TURKEY
38676,../input/100-bird-species/test/OCELLATED TURKEY/2.jpg,OCELLATED TURKEY
38677,../input/100-bird-species/test/OCELLATED TURKEY/3.jpg,OCELLATED TURKEY
38678,../input/100-bird-species/test/OCELLATED TURKEY/4.jpg,OCELLATED TURKEY
